,Id,Neighborhood,BedroomAbvGr,GrLivArea,YearBuilt,SalePrice
1331,1332,CollgCr,3,954,1976,132500
1332,1333,Edwards,2,816,1938,100000
1333,1334,IDOTRR,2,1360,1938,125500
1334,1335,BrDale,3,1365,1970,125000
1335,1336,NWAmes,2,1334,1977,167900
1336,1337,NWAmes,4,1656,1973,135000
1337,1338,OldTown,2,693,1941,52500
1338,1339,CollgCr,3,1861,2002,200000
1339,1340,CollgCr,3,864,1972,128500
1340,1341,NAmes,3,872,1971,123000
1341,1342,SawyerW,3,1114,2003,155000
1342,1343,CollgCr,3,2169,2002,228500
1343,1344,Crawfor,3,1913,1928,177000
1344,1345,CollgCr,3,1456,2006,155835
1345,1346,OldTown,2,960,1920,108500
1346,1347,NWAmes,3,2156,1968,262500
1347,1348,Timber,3,1776,2006,283463
1348,1349,SawyerW,3,1494,1998,215000
1349,1350,OldTown,4,2358,1872,122000
1350,1351,NAmes,6,2634,1969,200000
1351,1352,NAmes,4,1716,1962,171000
1352,1353,BrkSide,2,1176,1937,134900
1353,1354,NoRidge,4,3238,1995,410000
1354,1355,CollgCr,3,1865,2000,235000
1355,1356,NWAmes,4,1920,1968,170000
1356,1357,NAmes,3,892,1966,110000
1357,1358,NAmes,3,1078,1971,149900
1358,1359,Somerst,3,1573,2000,177500
1359,1360,NridgHt,3,1980,2004,315000
1360,1361,SWISU,4,2601,1921,189000
1361,1362,StoneBr,3,1530,2005,260000
1362,1363,NAmes,4,1738,1920,104900
1363,1364,Gilbert,3,1412,2006,156932
1364,1365,Somerst,2,1200,2005,144152
1365,1366,Somerst,3,1674,2000,216000
1366,1367,CollgCr,3,1790,1999,193000
1367,1368,MeadowV,4,1475,1977,127000
1368,1369,CollgCr,1,848,2003,144000
1369,1370,CollgCr,3,1668,2003,232000
1370,1371,OldTown,2,1374,1920,105000
1371,1372,NAmes,3,1661,1955,165500
1372,1373,CollgCr,3,2097,1998,274300
1373,1374,NoRidge,2,2633,2001,466500
1374,1375,Somerst,3,1958,2005,250000
1375,1376,Timber,3,1571,2007,239000
1376,1377,SWISU,2,790,1930,91000
1377,1378,Edwards,3,1604,1941,117000
1378,1379,BrDale,2,987,1973,83000
1379,1380,Timber,3,1394,2006,167500
1380,1381,Edwards,2,864,1914,58500
1381,1382,NAmes,4,2117,1970,237500
1382,1383,OldTown,4,1762,1920,157000
1383,1384,Sawyer,3,1416,1918,112000
1384,1385,Edwards,2,1258,1939,105000
1385,1386,IDOTRR,3,1154,1922,125500
1386,1387,NWAmes,5,2784,1978,250000
1387,1388,OldTown,5,2526,1916,136000
1388,1389,Gilbert,3,1746,2006,377500
1389,1390,BrkSide,3,1218,1941,131000
1390,1391,CollgCr,3,1525,2000,235000
1391,1392,NAmes,4,1584,1967,124000
1392,1393,NAmes,3,900,1967,123000
1393,1394,OldTown,3,1912,1905,163000
1394,1395,Blmngtn,2,1500,2006,246578
1395,1396,Timber,4,2482,2005,281213
1396,1397,Timber,3,1687,1948,160000
1397,1398,BrkSide,4,1513,1920,137500
1398,1399,NAmes,3,1904,1950,138000
1399,1400,SWISU,3,1608,1925,137450
1400,1401,BrkSide,3,1158,1929,120000
1401,1402,Gilbert,3,1593,2004,193000
1402,1403,CollgCr,2,1294,2006,193879
1403,1404,Somerst,3,1464,2007,282922
1404,1405,OldTown,3,1214,1915,105000
1405,1406,Crawfor,2,1646,2004,275000
1406,1407,CollgCr,2,768,1972,133000
1407,1408,Mitchel,3,833,1985,112000
1408,1409,OldTown,3,1363,1910,125500
1409,1410,NWAmes,3,2093,1986,215000
1410,1411,CollgCr,3,1840,2001,230000
1411,1412,NAmes,3,1668,1950,140000
1412,1413,NAmes,2,1040,1949,90000
1413,1414,SawyerW,2,1844,2005,257000
1414,1415,BrkSide,4,1848,1923,207000
1415,1416,Blmngtn,1,1569,2007,175900
1416,1417,OldTown,4,2290,1885,122500
1417,1418,NoRidge,3,2450,1998,340000
1418,1419,NAmes,3,1144,1963,124000
1419,1420,Crawfor,3,1844,1969,223000
1420,1421,NWAmes,3,1416,1968,179900
1421,1422,NPkVill,2,1069,1977,127500
1422,1423,CollgCr,1,848,2003,136500
1423,1424,Edwards,4,2201,1966,274970
1424,1425,NAmes,2,1344,1958,144000
1425,1426,NAmes,3,1252,1959,142000
1426,1427,NoRidge,3,2127,1994,271000
1427,1428,NAmes,3,1558,1945,140000
1428,1429,OldTown,2,804,1940,119000
1429,1430,NWAmes,3,1440,1981,182900
1430,1431,Gilbert,4,1838,2005,192140
1431,1432,NPkVill,2,958,1976,143750
1432,1433,OldTown,4,968,1927,64500
1433,1434,Gilbert,3,1792,2000,186500
1434,1435,Mitchel,3,1126,1977,160000
1435,1436,NAmes,3,1537,1962,174000
1436,1437,NAmes,3,864,1971,120500
1437,1438,NridgHt,2,1932,2008,394617
1438,1439,OldTown,2,1236,1957,149700
1439,1440,NWAmes,3,1725,1979,197000
1440,1441,Crawfor,3,2555,1922,191000
1441,1442,CollgCr,1,848,2004,149300
1442,1443,Somerst,3,2007,2008,310000
1443,1444,BrkSide,2,952,1916,121000
1444,1445,CollgCr,3,1422,2004,179600
1445,1446,Sawyer,3,913,1966,129000
1446,1447,Mitchel,3,1188,1962,157900
1447,1448,CollgCr,3,2090,1995,240000
1448,1449,Edwards,2,1346,1910,112000
1449,1450,MeadowV,1,630,1970,92000
1450,1451,NAmes,4,1792,1974,136000
1451,1452,Somerst,3,1578,2008,287090
1452,1453,Edwards,2,1072,2005,145000
1453,1454,Mitchel,3,1140,2006,84500
1454,1455,Somerst,2,1221,2004,185000
1455,1456,Gilbert,3,1647,1999,175000
1456,1457,NWAmes,3,2073,1978,210000
1457,1458,Crawfor,4,2340,1941,266500
1458,1459,NAmes,2,1078,1950,142125
1459,1460,Edwards,3,1256,1965,147500
